year,sem,city,humidity,winddir,tempmax,tempmin,temp,feelslikemax,dew,feelslike,feelslikemin,windspeed,visibility,moonphase,cloudcover,hec,production
2013,2,Kurunegala,79.69865922,186.8340782,30.74636872,20.95865922,26.62849162,35.30335196,22.67486034,28.77094972,20.95865922,19.80893855,12.7698324,0.538882682,62.2150838,302,966
2014,1,Kurunegala,75.47574713,161.5764368,32.84482759,21.09942529,27.38908046,37.26436782,22.34310345,29.89942529,21.09942529,19.75,13.23333333,0.50045977,49.36954023,384,3648
2014,2,Kurunegala,81.68446927,184.1424581,30.34469274,21.52793296,26.57709497,35.09162011,23.05195531,28.80335196,21.52793296,18.3698324,12.13240223,0.516759777,65.97765363,414,3929
2015,1,Kurunegala,76.72079545,155.4375,32.44715909,20.86988636,27.18977273,37.4125,22.45056818,29.61931818,20.86988636,19.02386364,12.79602273,0.512897727,45.88636364,396,3762
2015,2,Kurunegala,80.35162921,177.5382022,31.47696629,21.2011236,26.87078652,36.9741573,23.0241573,29.36741573,21.2011236,18.73707865,12.24606742,0.520898876,58.88595506,272,2584
2016,1,Kurunegala,75.27288136,161.6129944,33.24237288,21.28022599,27.78418079,38.48022599,22.67231638,30.66892655,21.28022599,19.39322034,12.68587571,0.526610169,41.90847458,396,3762
2016,2,Kurunegala,76.29559322,201.6423729,31.67231638,20.93954802,26.98305085,35.66214689,22.27118644,29.3259887,20.93954802,18.9220339,12.38644068,0.517175141,52.45480226,406,3857
2017,1,Kurunegala,75.25348571,169.8177143,32.40971429,20.80171429,27.35314286,37.07828571,22.284,30.01828571,20.80171429,19.804,12.51542857,0.519714286,44.82628571,339,1433
2017,2,Kurunegala,79.84316384,189.4920904,31.00056497,21.54011299,26.97457627,35.97683616,23.04293785,29.46892655,21.54011299,19.44237288,12.01864407,0.501186441,57.18248588,353,3123
2018,1,Kurunegala,77.36234286,163.1017143,32.468,20.91885714,26.98114286,37.00914286,22.38514286,29.236,20.91885714,19.51828571,12.24628571,0.531485714,46.11028571,220,1919
2018,2,Kurunegala,80.83305085,178.9423729,31.01355932,21.6740113,26.51920904,35.2519774,22.7700565,28.35084746,21.6740113,18.58870056,11.27457627,0.515875706,52.61638418,215,2141
2009,1,Mahaweli'h',80.21219653,206.8104046,27.5150289,20.99248555,24.17572254,29.08554913,20.19364162,24.78901734,21.0265896,5.074566474,18.12543353,0.522427746,54.56589595,24,357
2019,2,Mahaweli'h',84.00325,222.24125,27.12625,21.241875,23.885,28.536875,20.844375,24.24375,21.241875,5.75125,18.414375,0.48375,69.509375,103,1751
2010,1,Mahaweli'h',81.69034091,186.6863636,29.17272727,21.28693182,24.70625,31.52897727,21.03409091,25.38465909,21.29829545,6.552840909,18.73863636,0.523636364,56.51704545,48,720
2010,2,Mahaweli'h',85.59314607,240.5825843,26.94494382,21.17921348,23.58146067,28.43258427,20.88483146,23.89044944,21.17921348,8.337078652,17.83764045,0.523988764,72.75,40,200
2011,1,Mahaweli'h',83.23292398,193.7777778,28.13859649,20.72865497,23.93918129,30.01169591,20.64327485,24.44561404,20.72865497,8.515789474,18.60584795,0.53251462,59.23567251,51,620
2011,2,Mahaweli'h',82.63903955,225.4446328,27.69096045,20.94293785,23.91694915,29.29265537,20.58135593,24.27966102,20.94293785,8.159887006,18.5299435,0.504971751,67.47344633,62,752
2012,1,Mahaweli'h',78.95363636,197.5948864,29.15397727,20.39715909,24.29318182,31.04659091,20.06136364,24.83636364,20.39715909,7.772727273,18.99147727,0.510625,51.86363636,112,722
2012,2,Mahaweli'h',82.98067039,223.6513966,27.87988827,20.91731844,23.95027933,29.62067039,20.64692737,24.3698324,20.91731844,5.862011173,18.31620112,0.526703911,64.78659218,89,597
2013,1,Mahaweli'h',83.56022857,186.3011429,28.22514286,21.01314286,24.15257143,30.34742857,20.97428571,24.71885714,21.01314286,7.315428571,18.68742857,0.512342857,59.64971429,103,52
2013,2,Mahaweli'h',83.46134078,228.4905028,27.42849162,20.86424581,23.68435754,28.90726257,20.54860335,24.03407821,20.86424581,7.698882682,18.62234637,0.538882682,64.13798883,172,1077
2014,1,Mahaweli'h',79.3758046,191.0373563,29.37241379,20.90057471,24.58218391,31.47068966,20.4091954,25.1408046,20.90057471,7.633908046,19.02586207,0.50045977,54.06206897,47,791
2014,2,Mahaweli'h',85.34391061,219.0960894,27.21284916,21.39273743,23.79944134,28.88379888,21.02960894,24.16145251,21.39273743,6.377094972,17.79106145,0.516759777,73.96424581,82,405
2015,1,Mahaweli'h',81.56068182,182.2539773,29.10340909,20.71590909,24.30284091,31.42670455,20.64659091,24.92443182,20.71590909,6.3375,18.84147727,0.512897727,52.27159091,58,287
2015,2,Mahaweli'h',85.07634831,224.0578652,28.0758427,21.35730337,24.20505618,30.39382022,21.36123596,24.74719101,21.35730337,5.985393258,17.8241573,0.520898876,66.40505618,33,149
2016,1,Mahaweli'h',80.09668571,188.2388571,29.69142857,21.43314286,25.01714286,32.16114286,20.99142857,25.74,21.43314286,6.448571429,18.78057143,0.525771429,50.82,72,358
2016,2,Mahaweli'h',80.55949153,232.9757062,28.08474576,20.86440678,24.11073446,29.7079096,20.30847458,24.53954802,20.86440678,7.561016949,18.3819209,0.517175141,59.11016949,61,302
2017,1,Mahaweli'h',80.66602273,198.5221591,28.83693182,20.49034091,24.16420455,30.78295455,20.30340909,24.71590909,20.49034091,5.826704545,18.88295455,0.519147727,50.59147727,85,419
2017,2,Mahaweli'h',83.66062147,232.7050847,27.64745763,21.3700565,24.11864407,29.43163842,20.99830508,24.5559322,21.3700565,5.829378531,18.68418079,0.501186441,69.68079096,97,486
2018,1,Mahaweli'h',81.30755682,191.5886364,28.91022727,20.79602273,24.28920455,31.02784091,20.57840909,24.81761364,20.79602273,6.185795455,18.67840909,0.528636364,59.15965909,126,630
2018,2,Mahaweli'h',82.56444444,219.9380117,27.23859649,21.57192982,24.16549708,28.76140351,20.81754386,24.65204678,21.63684211,6.534502924,18.6245614,0.517134503,68.79532164,,
2009,1,Mannar,78.99433735,171.2710843,30.07771084,26.3873494,28.50421687,36.10481928,24.34638554,32.98674699,28.64216867,18.10783133,19.65843373,0.524578313,36.5246988,18,366
2019,2,Mannar,81.39632911,199.8329114,29.8335443,26.07848101,28.10189873,35.34240506,24.49873418,31.96898734,27.63987342,20.71329114,19.81329114,0.480696203,47.64936709,27,538
2010,1,Mannar,78.05890805,173.2425287,31.24827586,25.97413793,28.95114943,38.3183908,24.57988506,33.97643678,27.95402299,17.92873563,19.61954023,0.519712644,37.12011494,28,550
2010,2,Mannar,83.50353933,203.6359551,29.39719101,25.56741573,27.69325843,34.92022472,24.56292135,31.35280899,26.71573034,17.02191011,18.98483146,0.523988764,64.00842697,48,991
2011,1,Mannar,80.09401198,177.4125749,30.11077844,25.41077844,28.09820359,35.82215569,24.21257485,31.92814371,26.48443114,18.24371257,19.53113772,0.533712575,41.03053892,48,991
2011,2,Mannar,81.83180791,191.0548023,29.82881356,25.86440678,28.07175141,35.74237288,24.58135593,32.11525424,27.35367232,17.82259887,19.39378531,0.504971751,54.09378531,14,112
2012,1,Mannar,78.62045455,164.6602273,30.79886364,26.13920455,28.29147727,36.88352273,24.10511364,32.27613636,27.93181818,21.39375,19.81988636,0.510625,40.07670455,8,178
2012,2,Mannar,82.4298324,182.7743017,29.74581006,26.2396648,27.88156425,35.37821229,24.51899441,31.62346369,28.18547486,21.57318436,18.8452514,0.526703911,56.88324022,9,156
2013,1,Mannar,79.792,158.3714286,30.46,26.26685714,28.24457143,36.552,24.32057143,32.26514286,28.22228571,19.24914286,19.36114286,0.512342857,47.344,38,717
2013,2,Mannar,81.27083799,188.2106145,29.65530726,26.12346369,27.68324022,34.96648045,24.10837989,31.0972067,27.75698324,21.77318436,19.29497207,0.538882682,56.58268156,44,806
2014,1,Mannar,78.84643678,154.1856322,31.01896552,25.99252874,28.28793103,37.19022989,24.1183908,32.27356322,27.76034483,19.80114943,19.66551724,0.50045977,42.6137931,11,222
2014,2,Mannar,83.42949721,195.1977654,29.57374302,26.26648045,27.76927374,35.20782123,24.62625698,31.40670391,28.12458101,19.75251397,19.04078212,0.516759777,62.65530726,34,369
2015,1,Mannar,80.19477273,159.9727273,30.66704545,26.11931818,28.20852273,37.12613636,24.36079545,32.23863636,27.73977273,16.98863636,19.75284091,0.512897727,42.53068182,19,383
2015,2,Mannar,83.02944,181.9168,29.9704,26.7552,28.152,36.1176,24.9192,32.3376,28.9728,18.5856,19.4976,0.53064,54.5568,26,516
2016,1,Mannar,79.9012,142.2005714,31.49885714,26.71657143,28.91714286,39.16285714,24.96857143,34.06742857,29.00342857,17.42857143,19.78342857,0.525771429,40.22114286,30,448
2016,2,Mannar,83.20289773,182.5573864,29.81022727,26.52329545,27.95056818,35.91761364,24.75454545,32.04147727,28.44715909,21.05852273,19.80113636,0.515170455,49.67897727,24,491
2017,1,Mannar,79.21034286,164.2571429,30.76514286,26.27942857,28.38171429,37.18342857,24.32057143,32.75771429,28.48628571,20.99371429,19.944,0.519714286,45.788,40,619
2017,2,Mannar,82.62238636,189.2068182,29.90965909,26.78068182,28.15340909,36.10965909,24.85681818,32.54715909,29.28352273,22.13068182,19.87670455,0.5,67.24431818,48,801
2018,1,Mannar,79.25937143,153.6822857,30.73028571,25.81828571,28.12228571,36.91771429,24.052,32.03371429,27.15485714,21.51257143,19.94342857,0.531485714,49.03542857,44,756
2018,2,Mannar,82.94822485,179.3976331,29.37100592,26.44378698,27.74319527,34.66686391,24.50236686,31.2183432,27.84674556,20.19112426,19.88579882,0.51183432,58.71715976,30,590
2009,1,Matale,79.97374269,203.6894737,27.98187135,21.1625731,24.46959064,29.85614035,20.45321637,25.26374269,21.21345029,4.992982456,18.26374269,0.526783626,54.73040936,115,825
2019,2,Matale,83.5000625,215.854375,27.605,21.374375,24.19375,29.4675,21.03875,24.73125,21.374375,5.503125,18.56875,0.48375,69.10375,97,708
2010,1,Matale,81.13789773,189.6914773,29.64090909,21.36534091,25.00568182,32.425,21.20795455,25.84431818,21.37784091,6.268181818,18.90454545,0.523636364,56.51306818,53,412
2010,2,Matale,85.15786517,237.2691011,27.43202247,21.20842697,23.86629213,29.31179775,21.06966292,24.30505618,21.20842697,7.789325843,18.0494382,0.523988764,72.91741573,87,634
2011,1,Matale,82.75304094,191.1643275,28.56374269,20.81754386,24.22222222,30.74678363,20.8251462,24.85087719,20.81754386,7.749122807,18.72690058,0.53251462,59.45672515,60,614
2011,2,Matale,82.00870056,223.8474576,28.2079096,21.03220339,24.23728814,30.13785311,20.75706215,24.74293785,21.03220339,8.033898305,18.65875706,0.504971751,67.70734463,54,430
2012,1,Matale,78.57863636,192.0585227,29.59715909,20.51590909,24.56931818,31.76079545,20.24034091,25.22784091,20.51590909,7.701136364,19.00568182,0.510625,51.40625,56,437
2012,2,Matale,82.53318436,219.3664804,28.37821229,20.99888268,24.26424581,30.43854749,20.85977654,24.80558659,20.99888268,6.252513966,18.28715084,0.526703911,64.76648045,32,295
2013,1,Matale,83.14148571,177.8988571,28.7,21.13714286,24.45028571,31.19485714,21.18457143,25.15371429,21.13714286,7.232,18.75085714,0.512342857,59.40857143,27,264
2013,2,Matale,83.06703911,219.3318436,27.91955307,20.91843575,23.98268156,29.75418994,20.75307263,24.44692737,20.91843575,7.506703911,18.64860335,0.538882682,64.18882682,48,472
2014,1,Matale,78.93356322,180.7758621,29.85229885,21.04655172,24.87241379,32.29597701,20.59252874,25.5816092,21.04655172,7.416666667,19.11034483,0.50045977,53.85287356,56,429
2014,2,Matale,84.99547486,213.6648045,27.64972067,21.44022346,24.07150838,29.68659218,21.22905028,24.55363128,21.44022346,6.287709497,17.86815642,0.516759777,73.60782123,64,381
2015,1,Matale,81.11704545,176.1238636,29.55170455,20.81193182,24.57727273,32.20625,20.81988636,25.33920455,20.81193182,6.205681818,18.99090909,0.512897727,52.00113636,70,452
2015,2,Matale,84.74466292,218.5005618,28.54550562,21.22752809,24.39044944,31.23426966,21.46853933,25.06123596,21.22752809,5.973595506,17.92247191,0.520898876,66.34606742,48,295
2016,1,Matale,79.73862857,184.4405714,30.16114286,21.30342857,25.2,33.00285714,21.08971429,26.07828571,21.30342857,6.234285714,18.96342857,0.525771429,50.77828571,38,297
2016,2,Matale,80.1599435,229.8361582,28.60282486,20.73728814,24.28644068,30.5079096,20.38474576,24.80847458,20.73728814,7.201129944,18.61525424,0.517175141,59.43728814,41,316
2017,1,Matale,80.24596591,191.3590909,29.30681818,20.56477273,24.42215909,31.55852273,20.46477273,25.11590909,20.56477273,5.338068182,19.06193182,0.519147727,50.44204545,35,376
2017,2,Matale,83.32858757,222.9062147,28.12711864,21.42429379,24.39491525,30.38474576,21.19717514,24.9779661,21.42429379,5.444067797,18.84293785,0.501186441,69.58079096,35,301
2018,1,Matale,80.65539773,181.9125,29.39090909,20.85340909,24.57272727,31.80965909,20.71647727,25.23863636,20.85340909,5.813636364,18.87386364,0.528636364,58.81477273,19,182
2018,2,Matale,81.77757396,214.6579882,27.79053254,21.6147929,24.47988166,29.60887574,20.95976331,25.09112426,21.67278107,6.39704142,18.83491124,0.515266272,68.77751479,36,168
2009,1,Matara,81.35454023,196.304023,29.47528736,25.88678161,27.67528736,34.77816092,24.0816092,31.13045977,27.47528736,14.45287356,16.20229885,0.52183908,60.47356322,217,1488
2019,2,Matara,84.68186335,252.8453416,29.00062112,25.80496894,27.31242236,34.20745342,24.45962733,30.33726708,26.73167702,19.98385093,16.40062112,0.486956522,66.7757764,228,1554
2010,1,Matara,82.99369318,192.6744318,30.24261364,25.87670455,28.00795455,37.07670455,24.77215909,32.15170455,27.05738636,25.41079545,15.96875,0.523636364,58.63863636,236,1644
2010,2,Matara,85.27303371,237.0426966,28.95449438,25.44662921,27.04382022,34.20280899,24.30730337,29.70786517,25.94044944,24.47022472,16.13764045,0.523988764,73.44325843,256,1828
2011,1,Matara,84.16918129,199.3134503,29.57076023,25.4,27.39532164,35.57894737,24.42163743,30.8122807,26.55730994,21.08947368,16.62807018,0.53251462,67.02573099,269,1919
2011,2,Matara,84.22548023,212.9841808,29.44632768,25.64463277,27.35932203,35.15649718,24.4,30.55254237,26.57966102,24.53163842,16.48587571,0.504971751,73.57175141,238,2700
2012,1,Matara,82.07914773,196.7920455,30.04261364,25.51363636,27.70056818,36.15625,24.28693182,31.2625,26.62272727,23.31875,16.81363636,0.510625,57.37727273,225,2508
2012,2,Matara,84.68513966,211.9804469,29.42346369,25.49888268,27.33854749,35.25977654,24.47486034,30.5273743,26.22625698,16.72234637,15.7849162,0.526703911,67.24692737,218,2506
2013,1,Matara,83.31434286,193.1217143,30.05542857,25.688,27.79142857,36.58057143,24.63657143,31.55371429,26.63314286,16.26114286,16.13257143,0.512342857,59.044,162,1905
2013,2,Matara,85.0503352,235.3670391,28.90726257,25.45307263,27.07541899,34.02290503,24.29273743,29.73798883,25.9122905,17.44469274,15.95530726,0.538882682,64.65418994,133,1568
2014,1,Matara,75.53908046,167.7821839,32.78218391,23.91034483,27.8316092,37.24195402,22.77701149,30.39425287,24.11206897,25.9045977,10.82011494,0.50045977,48.84885057,188,1275
2014,2,Matara,78.03519553,220.1162011,32.09664804,24.57486034,27.49162011,36.0575419,23.00893855,29.61284916,24.68603352,28.88268156,10.93854749,0.516759777,62.02402235,182,1743
2015,1,Matara,78.39386364,167.5681818,32.29602273,23.69659091,27.51534091,37.43409091,23.175,30.13522727,23.72897727,22.19715909,11.12613636,0.512897727,47.91590909,194,1986
2015,2,Matara,78.60578652,214.6337079,31.72134831,24.43314607,27.43876404,36.54438202,23.17977528,29.77640449,24.45786517,23.91011236,11.04550562,0.520898876,59.22134831,177,1516
2016,1,Matara,72.64734463,164.6096045,33.03389831,24.44519774,28.33446328,37.81186441,22.61242938,31.10564972,24.59152542,22.77909605,13.06553672,0.526610169,49.31525424,207,2326
2016,2,Matara,67.8380226,234.1446328,33.22542373,24.49039548,28.38644068,35.33107345,21.27457627,30.13898305,24.5259887,28.03220339,13.0440678,0.517175141,54.22090395,207,2326
2017,1,Matara,72.01551136,189.2698864,32.05568182,23.65113636,27.79943182,36.09147727,21.88693182,30.12045455,23.72045455,21.61363636,13.04829545,0.519147727,50.08863636,195,1960
2017,2,Matara,80.27553672,238.5841808,32.48644068,24.46214689,28.10225989,37.86553672,24.06779661,31.26779661,24.52881356,26.95875706,12.84180791,0.501186441,62.52259887,168,1654
2018,1,Matara,83.01607955,174.2982955,31.82727273,23.70397727,27.59772727,38.18068182,24.22329545,30.83125,23.70397727,20.94545455,13.15113636,0.528636364,57.15113636,162,1604
2018,2,Matara,83.07786517,222.0595506,32.22022472,24.14438202,27.76123596,38.67022472,24.3005618,30.83314607,24.18033708,24.26853933,11.98426966,0.51494382,58.58202247,138,1403
2009,1,Moneragala,77.85589595,170.7687861,25.66416185,14.45433526,20.46300578,26.19075145,16.0982659,20.63757225,14.45375723,10.14797688,18.09306358,0.524682081,55.2734104,721,8869
2019,2,Moneragala,80.6850625,195.5075,26.126875,14.305625,20.888125,26.645,17.09,21.021875,14.305625,12.98125,16.893125,0.48375,67.3775,755,9307
2010,1,Moneragala,80.54136364,163.0443182,26.59431818,13.99375,21.025,27.69943182,17.24659091,21.27215909,13.99375,11.66875,17.12329545,0.523636364,54.69772727,707,9608
2010,2,Moneragala,82.14983146,199.1320225,25.96067416,13.96123596,20.64213483,26.48314607,17.2258427,20.75561798,13.96123596,14.86853933,15.63033708,0.523988764,71.8758427,743,14506
2011,1,Moneragala,81.94830409,173.5046784,25.73450292,13.4122807,20.3122807,26.34152047,16.81988304,20.4497076,13.39239766,12.94210526,15.16023392,0.53251462,59.53625731,695,10367
2011,2,Moneragala,81.02158192,188.1310734,26.10734463,13.85423729,20.69322034,26.57909605,17.01581921,20.80677966,13.85423729,14.55254237,15.70282486,0.504971751,68.6960452,682,11872
2012,1,Moneragala,76.72477273,168.9113636,26.73011364,12.70965909,20.55,27.36590909,15.91079545,20.70795455,12.70965909,12.25227273,16.26931818,0.510625,55.86420455,594,9114
2012,2,Moneragala,79.98251397,181.4988827,26.26256983,14.05363128,20.83910615,26.71173184,16.91731844,20.94581006,14.05363128,13.92681564,15.49888268,0.526703911,66.41173184,609,8060
2013,1,Moneragala,83.12645714,166.0971429,26.08685714,13.30857143,20.54685714,26.86742857,17.37085714,20.72171429,13.30857143,11.75028571,15.88285714,0.512342857,60.496,552,6826
2013,2,Moneragala,81.5072067,210.3882682,25.7726257,13.29832402,20.42960894,26.20167598,16.91117318,20.52905028,13.29832402,13.48100559,15.38547486,0.538882682,68.48044693,982,13872
2014,1,Moneragala,79.04505747,170.7413793,26.42011494,13.10862069,20.63735632,27.2408046,16.56609195,20.82586207,13.09770115,10.87471264,17.19022989,0.50045977,53.43965517,411,5178
2014,2,Moneragala,82.14022346,202.7329609,25.95251397,14.18715084,20.77374302,26.35977654,17.30223464,20.86815642,14.18715084,12.86256983,16.45083799,0.516759777,69.74916201,427,4959
2015,1,Moneragala,81.97670455,179.4431818,26.26477273,12.92215909,20.19943182,27.11647727,16.78465909,20.38522727,12.92215909,10.04261364,18.13238636,0.512897727,51.29431818,373,4587
2015,2,Moneragala,84.63050562,194.8488764,26.31067416,13.9511236,19.56235955,26.95280899,16.67247191,19.72640449,13.9511236,10.16573034,17.71853933,0.520898876,66.49213483,383,6296
2016,1,Moneragala,78.04342857,166.3285714,27.07942857,13.15485714,19.81885714,28.05942857,15.42057143,20.07657143,13.15485714,11.73542857,18.01485714,0.525771429,51.36114286,365,6075
2016,2,Moneragala,79.12474576,209.1079096,26.86949153,13.45423729,19.44067797,27.4960452,15.32146893,19.60960452,13.45423729,11.11864407,17.98305085,0.517175141,60.02429379,365,6075
2017,1,Moneragala,78.04411429,183.7994286,26.53942857,12.44114286,20.09371429,27.34685714,15.772,20.29942857,12.43828571,9.384571429,17.48857143,0.517485714,51.19085714,303,4597
2017,2,Moneragala,81.94655367,206.2564972,26.35310734,14.3819209,20.96327684,27.08361582,17.50677966,21.13220339,14.3819209,10.46384181,17.18361582,0.501186441,68.48757062,296,3859
2018,1,Moneragala,81.22710227,171.0886364,26.25170455,13.26988636,20.56306818,27.06136364,16.96590909,20.73238636,13.26988636,11.50284091,18.00454545,0.528636364,59.52784091,300,4488
2018,2,Moneragala,81.0445614,194.1888889,25.50526316,15.31754386,21,25.93040936,17.36081871,21.09590643,15.31754386,11.00175439,17.97660819,0.517134503,66.79298246,257,3937
2009,1,Mullativu,72.10605096,150.3929936,31.21401274,26.38089172,29.10509554,36.25350318,23.21273885,32.70764331,27.90063694,7.17133758,19.35732484,0.528598726,50.24458599,0,0
2019,2,Mullativu,76.95012987,183.0818182,31.87337662,25.75584416,28.95909091,37.8461039,24.15194805,32.71363636,26.75324675,7.545454545,19.66168831,0.475324675,58.17792208,0,0
2010,1,Mullativu,75.4752907,153.2360465,33.00988372,25.18895349,29.32209302,39.64883721,24.15988372,33.94709302,26.49593023,9.039534884,19.14011628,0.520523256,49.86104651,0,0
2010,2,Mullativu,78.42511628,199.425,31.86918605,25.21627907,28.48604651,37.51162791,24.02906977,31.84360465,25.83953488,8.499418605,19.75872093,0.513953488,66.77383721,0,0
2011,1,Mullativu,78.03058065,167.4845161,31.67677419,24.94322581,28.44967742,37.03032258,23.91096774,32.03032258,25.74774194,6.210967742,19.84516129,0.524064516,50.01483871,29,787
2011,2,Mullativu,75.79229814,197.947205,32.05714286,25.2136646,28.74285714,37.33913043,23.67701863,32.11304348,25.8931677,5.659627329,19.95279503,0.491428571,57.62111801,17,264
2012,1,Mullativu,73.99386364,160.9130682,32.61193182,24.71818182,28.97670455,38.07556818,23.49034091,32.70681818,25.83352273,8.215340909,19.75511364,0.510625,43.03181818,42,803
2012,2,Mullativu,75.38602273,183.7039773,32.45852273,25.36193182,29.03465909,37.58693182,23.79318182,32.48068182,26.12670455,7.217045455,19.51590909,0.528238636,55.29090909,68,1574
2013,1,Mullativu,77.94434286,157.7685714,31.65542857,24.728,28.428,37.14,23.91371429,32.10971429,25.49485714,9.182285714,19.76914286,0.512342857,50.93257143,89,1664
2013,2,Mullativu,76.42189944,206.573743,31.70335196,24.78435754,28.32178771,36.39385475,23.42122905,31.24581006,25.32625698,10.26815642,19.85698324,0.538882682,55.90502793,124,1372
2014,1,Mullativu,75.06023669,154.7047337,32.34911243,24.62544379,28.68224852,37.29171598,23.39881657,32.06390533,25.51242604,8.010650888,19.71656805,0.501065089,47.0408284,0,0
2014,2,Mullativu,77.70146067,201.308427,31.51067416,25.16460674,28.35505618,36.10449438,23.67022472,31.25337079,25.78089888,7.748876404,19.02134831,0.518651685,67.57640449,0,0
2015,1,Mullativu,76.55741379,147.3304598,31.93218391,25.20747126,28.72471264,37.86954023,23.90862069,32.89942529,27.02011494,6.644827586,19.49482759,0.512701149,50.15114943,,
2015,2,Mullativu,73.96409357,202.4643275,32.16549708,27.35380117,29.90760234,38.37426901,24.47777778,34.77426901,30.47017544,8.369590643,19.38362573,0.52128655,63.34795322,0,0
2016,1,Mullativu,72.27,156.733908,32.91781609,27.63333333,30.5591954,39.83103448,24.7183908,36.49770115,31.71896552,4.737356322,19.95977011,0.527183908,50.74367816,28,280
